dataset,changeId,fileName,lineNumber,token,ngramScore,groundTruth,lengthScore
nova,I642b1e3ed6de2be4dcc19fe214f84095d2e1d31a,nova/config.py,18,import logging,12.691225325688796,0,0.05937234944868533
nova,I642b1e3ed6de2be4dcc19fe214f84095d2e1d31a,nova/config.py,35,def rabbit heartbeat filter log record,12.764153033891164,0,0.11817924795024032
nova,I642b1e3ed6de2be4dcc19fe214f84095d2e1d31a,nova/config.py,37,Note the type in the log message was fixed in,7.994976816548392,0,0.0791631325982471
nova,I642b1e3ed6de2be4dcc19fe214f84095d2e1d31a,nova/config.py,38,change Iddbcbcaddceef,15.436060404714649,0,0.05937234944868533
nova,I642b1e3ed6de2be4dcc19fe214f84095d2e1d31a,nova/config.py,39,but we handle both form to allow this to be backported,8.929870080894279,0,0.05795872208085948
nova,I642b1e3ed6de2be4dcc19fe214f84095d2e1d31a,nova/config.py,40,without consideration of the version of oslo messaging used,10.198704264313672,1,0.08340401470172462
nova,I642b1e3ed6de2be4dcc19fe214f84095d2e1d31a,nova/config.py,42,messages,15.59508491309462,0,0.03166525303929884
nova,I642b1e3ed6de2be4dcc19fe214f84095d2e1d31a,nova/config.py,43,Unexpected error during heartbeart thread processing,12.399951037208512,0,0.11817924795024032
nova,I642b1e3ed6de2be4dcc19fe214f84095d2e1d31a,nova/config.py,44,Unexpected error during heartbeat thread processing,5.234470800959028,0,0.11817924795024032
nova,I642b1e3ed6de2be4dcc19fe214f84095d2e1d31a,nova/config.py,45,return not any msg in log record msg for msg in messages,7.215114547456185,0,0.031382527565733676
nova,I642b1e3ed6de2be4dcc19fe214f84095d2e1d31a,nova/config.py,58,NOTE sean k mooney this file addresses bug,8.449427771101943,0,0.09810573932711338
nova,I642b1e3ed6de2be4dcc19fe214f84095d2e1d31a,nova/config.py,59,https bugs launchpad net nova bug,1.9575628535698248,0,0.11817924795024032
nova,I642b1e3ed6de2be4dcc19fe214f84095d2e1d31a,nova/config.py,60,eventlet monkey patching breaks AMQP heartbeat on uWSGI,11.779486029701784,0,0.09810573932711338
nova,I642b1e3ed6de2be4dcc19fe214f84095d2e1d31a,nova/config.py,61,rabbit logger logging getLogger oslo messaging drivers impl rabbit,7.340720835839856,0,0.08340401470172462
nova,I642b1e3ed6de2be4dcc19fe214f84095d2e1d31a,nova/config.py,62,rabbit logger addFilter rabbit heartbeat filter,6.714150028894259,0,0.11817924795024032
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,138,def obj from db obj cls context instance uuid db obj,4.590526821467337,0,0.05795872208085948
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,141,TODO stephenfin Remove in X or later once this has bedded in,8.47969125584069,0,0.031382527565733676
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,142,if nova object name not in primitive,6.70891672416723,1,0.10913203279615494
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,143,NOTE stephenfin Handle an unversioned object created prior to,9.866111720437974,0,0.08340401470172462
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,144,Liberty by transforming to a versioned object and saving back,11.309952587955898,0,0.0791631325982471
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,145,the serialized version of this before continuing,9.558115655239614,0,0.10913203279615494
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,146,obj cls,5.571888995737519,0,0.05937234944868533
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,147,instance uuid instance uuid,4.423283753263752,0,0.09923664122137404
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,148,cells,15.130281414201704,0,0.03166525303929884
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,149,InstanceNUMACell,15.183336320360084,0,0.03166525303929884
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,150,id cell get id,7.963998327871137,0,0.09923664122137404
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,151,cpuset hardware parse cpu spec cell get cpus,7.159945241628552,0,0.09810573932711338
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,152,memory cell get mem get total,9.035357480635833,0,0.11817924795024032
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,153,pagesize cell get pagesize,9.161464113275162,0,0.09923664122137404
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,154,for cell in primitive get cells,7.10786356184497,0,0.11817924795024032
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,157,db obj jsonutils dumps obj obj to primitive,5.768294995002876,0,0.09810573932711338
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,158,values,12.531619186088264,0,0.03166525303929884
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,159,numa topology db obj,6.548705721255399,0,0.09923664122137404
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,161,db instance extra update by uuid context instance uuid values,4.383683940632851,0,0.0791631325982471
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,162,primitive jsonutils loads db obj,4.847168231216385,1,0.10687022900763359
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,164,return cls obj from primitive primitive,5.10108437218073,0,0.11817924795024032
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,169,values numa topology jsonutils dumps self obj to primitive,3.3204314498697345,0,0.08340401470172462
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,184,return cls obj from db obj,3.3386503610457723,0,0.11817924795024032
nova,I6cd206542fdd28f3ef551dcc727f4cb35a53f6a3,nova/objects/instance_numa.py,185,context instance uuid db extra numa topology,5.577608557160514,0,0.10913203279615494
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,24,from nova import test,7.255488836845178,0,0.09923664122137404
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,70,def migrate stub self domain destination params flags,10.747130237172687,0,0.09810573932711338
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,71,raise test TestingException migrate stub must be implemented in,7.390206121344883,0,0.08340401470172462
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,72,tests that expect the live migration,8.13745678783438,0,0.11817924795024032
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,73,to start,7.0476573968054375,0,0.05937234944868533
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,79,def get migration context self instance uuid,4.249077428979358,0,0.10913203279615494
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,81,return objects MigrationContext get by instance uuid ctxt,5.607044874565359,0,0.09810573932711338
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,82,instance uuid,1.0432312410365814,0,0.05937234944868533
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,89,NOTE artom DictOfIntegersField has strings as keys need to convert,11.08067156112779,0,0.0791631325982471
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,90,self assertItemsEqual str cpu for cpu in instance cpus,5.227590678800273,0,0.08340401470172462
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,96,ctxt context get admin context,5.888824082336551,0,0.10687022900763359
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,97,topology objects NUMATopology obj from db obj,3.395927549998113,0,0.10913203279615494
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,98,objects ComputeNode get by nodename ctxt host numa topology,5.174737355456235,0,0.08340401470172462
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,134,server self create server flavor id flavor host host,4.462204718982552,0,0.08340401470172462
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,135,networks none,9.791998419892938,0,0.05937234944868533
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,166,self assertTrue self get migration context self server a id,5.433918177137295,0,0.0791631325982471
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,174,host a rp self get provider uuid by name host a,5.953658951572288,0,0.05795872208085948
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,175,host b rp self get provider uuid by name host b,4.20351351298492,0,0.05795872208085948
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,176,usages a self get provider usages host a rp,6.337054116275573,0,0.08340401470172462
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,177,usages b self get provider usages host b rp,5.0672860833555005,0,0.08340401470172462
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,178,self assertEqual  usages a PCPU,3.759900471224218,0,0.10687022900763359
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,179,self assertEqual  usages b PCPU,1.444020492197629,0,0.10687022900763359
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,226,self assertFalse self get migration context self server a id,2.9861042830309144,0,0.0791631325982471
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,237,nan,0.0,1,0.03166525303929884
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,244,nan,0.0,0,0.03166525303929884
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,258,Live migrations in accepted status were not considered in progress,11.257621850265586,0,0.0791631325982471
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,259,before the fix for  merged and were ignored by the update,2.335530661816805,0,0.05795872208085948
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,260,available resources periodic task From the task s POV live migrating,10.036137479573323,0,0.05795872208085948
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,261,instances with migration status accepted were considered to be on the,7.837649199413249,0,0.05795872208085948
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,262,source and any resource claims on the destination would get,7.449963665987859,0,0.0791631325982471
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,263,erroneously removed For that to happen the task had to run at just,10.987187547537363,0,0.018094430308170765
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,264,the right time when the migration was in accepted and had not yet,8.282951476238228,0,0.018094430308170765
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,265,been moved to queued by live migration in the compute manager,6.502452082600235,0,0.05795872208085948
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,267,This test triggers this race by wrapping around live migration and,10.676708295553809,0,0.05795872208085948
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,268,running the update available resources periodic task while the,5.775941593923528,0,0.08340401470172462
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,269,migration is still in accepted,6.459252080454786,0,0.10687022900763359
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,272,self live migration ran False,8.090016599701553,0,0.10687022900763359
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,273,orig live migration compute manager ComputeManager live migration,4.556973801384854,0,0.09810573932711338
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,284,The migration should also be in accepted at this point in time,6.167521106655468,0,0.031382527565733676
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,285,ctxt context get admin context,3.4883688670627206,0,0.10687022900763359
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,286,self assertTrue objects Migration get by instance and status,4.032030550757278,0,0.08340401470172462
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,287,ctxt self server a id accepted,6.502865337828692,0,0.11817924795024032
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,289,self live migration ran True,4.275355572780759,0,0.10687022900763359
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,296,self assertTrue self live migration ran,3.725413772270612,0,0.11817924795024032
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,309,self assertTrue self get migration context self server a id,2.024997860216278,1,0.0791631325982471
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,351,self assertFalse self get migration context self server a id,1.9880433374141373,0,0.0791631325982471
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,422,server self create server flavor id flavor networks none,3.391809995714973,0,0.08340401470172462
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,423,server self create server flavor id flavor networks none,2.3124566794501478,0,0.08340401470172462
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,457,self assertFalse,5.958123829899323,0,0.05937234944868533
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,458,self get migration context self migrating server id,3.4763039982958386,0,0.09810573932711338
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,488,self assertFalse,3.0894662232005743,0,0.05937234944868533
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,489,self get migration context self migrating server id,0.8143150965177121,0,0.09810573932711338
nova,I70c4715de05d64fabc498b02d5c757af9450fbe9,nova/tests/functional/libvirt/test_numa_live_migration.py,545,self assertFalse self get migration context server id,1.989834144772774,0,0.09810573932711338
